indexList,ID,Occ_CY,Occ_PY,Occ_Chg,ADR_CY,ADR_PY,ADR_Chg,RevPAR_CY,RevPAR_PY,RevPAR_Chg,Day,Month,Year,UOM,Date
829,State of Hawai‘i,0.76932675,0.783634562,-0.014307812,241.7165181,231.2978984,0.045044161,185.96,181.25,0.025986207,30,9,2018,MTD,9/30/2018
830,Luxury Class,0.683443526,0.700098654,-0.016655128,438.1660515,426.3691126,0.027668371,299.46,298.5,0.00321608,30,9,2018,MTD,9/30/2018
831,Upper Upscale Class,0.810301236,0.842612164,-0.032310928,247.1494784,239.5788538,0.03159972,200.27,201.87,-0.007925893,30,9,2018,MTD,9/30/2018
832,Upscale Class,0.732958045,0.719495998,0.013462048,192.3045379,175.5984832,0.095137808,140.95,126.34,0.115640336,30,9,2018,MTD,9/30/2018
833,Upper Midscale Class,0.813784262,0.814433537,-0.000649275,155.1055476,146.9714024,0.055345089,126.22,119.7,0.054469507,30,9,2018,MTD,9/30/2018
834,Midscale & Economy Class,0.766105083,0.798876832,-0.032771749,154.8697926,139.5293697,0.109944042,118.65,111.47,0.064411949,30,9,2018,MTD,9/30/2018
835,O‘ahu ,0.842406034,0.838779993,0.003626041,223.1951973,217.3586393,0.026852202,188.02,182.32,0.031263712,30,9,2018,MTD,9/30/2018
836,Waikīkī ,0.848636625,0.854923191,-0.006286566,221.5991819,215.3301648,0.029113511,188.06,184.09,0.021565539,30,9,2018,MTD,9/30/2018
837,Other O‘ahu ,0.805603215,0.743024963,0.062578252,233.1261164,231.2027564,0.008318932,187.81,171.79,0.093253391,30,9,2018,MTD,9/30/2018
838,O‘ahu Luxury,0.708875314,0.731840077,-0.022964763,444.7743985,430.4998684,0.033158036,315.29,315.06,0.00073002,30,9,2018,MTD,9/30/2018
839,O‘ahu Upper Upscale ,0.883424562,0.896572104,-0.013147542,241.9135286,240.4138861,0.006237753,213.71,215.55,-0.008536302,30,9,2018,MTD,9/30/2018
840,O‘ahu Upscale,0.808084092,0.753131474,0.054952618,199.804479,183.6888423,0.087733346,161.46,138.34,0.167124476,30,9,2018,MTD,9/30/2018
841,O‘ahu Upper Midscale,0.846839841,0.838182721,0.00865712,147.5238067,141.8227462,0.040198492,124.93,118.87,0.050980062,30,9,2018,MTD,9/30/2018
842,O‘ahu Midscale & Economy,0.855410549,0.8862969,-0.030886351,129.0937427,120.2661922,0.0734001,110.43,106.59,0.036025894,30,9,2018,MTD,9/30/2018
843,Maui County,0.713910287,0.734512715,-0.020602429,302.1377541,280.333147,0.077781052,215.7,205.91,0.047545044,30,9,2018,MTD,9/30/2018
844,Wailea,0.848024916,0.788559708,0.059465208,428.6422774,414.617132,0.033826739,363.5,326.95,0.111790794,30,9,2018,MTD,9/30/2018
845,Lahaina/Kā‘anapali/Kapalua,0.709891086,0.750834512,-0.040943426,263.1827849,243.3867141,0.081335873,186.83,182.74,0.022381526,30,9,2018,MTD,9/30/2018
846,Other Maui County,0.719036547,0.713876967,0.00515958,351.1906404,329.4630177,0.065948594,252.52,235.2,0.073639456,30,9,2018,MTD,9/30/2018
847,Maui County Luxury,0.729365079,0.666842323,0.062522757,461.4579512,456.2814974,0.011344869,336.57,304.27,0.106155717,30,9,2018,MTD,9/30/2018
848,Maui County Upper Upscale & Upscale,0.720844743,0.7669924,-0.046147656,247.3718703,230.8520614,0.071560153,178.32,177.06,0.007116232,30,9,2018,MTD,9/30/2018
849,Island of Hawai‘i,0.586709364,0.676069094,-0.089359731,207.7717622,205.992915,0.008635477,121.9,139.27,-0.124721763,30,9,2018,MTD,9/30/2018
850,Kohala Coast,0.513379228,0.616157617,-0.102778389,279.0407727,282.147012,-0.011009294,143.25,173.85,-0.176013805,30,9,2018,MTD,9/30/2018
851,Kaua‘i,0.714015748,0.725762661,-0.011746913,257.3848909,236.1218873,0.090050964,183.78,171.37,0.072416409,30,9,2018,MTD,9/30/2018
852,State of Hawai‘i,0.810147799,0.806965638,0.003182161,278.30897,263.3953449,0.056620686,225.47,212.55,0.060785697,30,9,2018,YTD,9/30/2018
853,Luxury Class,0.756027018,0.755842348,0.00018467,552.5802123,518.3075583,0.066124164,417.77,391.76,0.066392689,30,9,2018,YTD,9/30/2018
854,Upper Upscale Class,0.855870082,0.86362422,-0.007754137,274.4797555,262.9650746,0.043787872,234.92,227.1,0.03443417,30,9,2018,YTD,9/30/2018
855,Upscale Class,0.76254276,0.746824333,0.015718427,211.3483096,195.9963785,0.078327627,161.16,146.37,0.101045296,30,9,2018,YTD,9/30/2018
856,Upper Midscale Class,0.823931462,0.813158261,0.010773201,167.0818592,158.6096107,0.053415732,137.66,128.97,0.067380011,30,9,2018,YTD,9/30/2018
857,Midscale & Economy Class,0.81300586,0.802007435,0.010998425,165.624674,150.7839769,0.098423569,134.65,120.93,0.113454064,30,9,2018,YTD,9/30/2018
858,O‘ahu ,0.847991114,0.84000763,0.007983484,237.7987048,232.5779566,0.022447305,201.65,195.37,0.032144137,30,9,2018,YTD,9/30/2018
859,Waikīkī ,0.853130145,0.847565153,0.005564991,233.4701695,228.2113869,0.023043471,199.18,193.42,0.029779754,30,9,2018,YTD,9/30/2018
860,Other O‘ahu ,0.817505472,0.793608413,0.023897059,264.5953088,261.2090804,0.01296367,216.31,207.3,0.043463579,30,9,2018,YTD,9/30/2018
861,O‘ahu Luxury,0.714817462,0.718201476,-0.003384014,493.2428276,481.3209175,0.02476915,352.58,345.69,0.019931152,30,9,2018,YTD,9/30/2018
862,O‘ahu Upper Upscale ,0.894537349,0.893587767,0.000949582,256.2724323,254.8264683,0.005674308,229.25,227.71,0.006762988,30,9,2018,YTD,9/30/2018
863,O‘ahu Upscale,0.805198946,0.780283899,0.024915047,210.4091856,197.4726218,0.06551067,169.42,154.08,0.099558671,30,9,2018,YTD,9/30/2018
864,O‘ahu Upper Midscale,0.842745992,0.833998416,0.008747576,156.0299013,151.015341,0.033205635,131.49,125.95,0.043985709,30,9,2018,YTD,9/30/2018
865,O‘ahu Midscale & Economy,0.884160248,0.874995767,0.009164481,134.5182207,128.4789671,0.047005776,118.94,112.42,0.057996798,30,9,2018,YTD,9/30/2018
866,Maui County,0.773722898,0.777010055,-0.003287158,386.6266458,350.4598018,0.103198266,299.14,272.31,0.098527414,30,9,2018,YTD,9/30/2018
867,Wailea,0.879311208,0.857801029,0.021510179,586.8199987,527.5020238,0.112450706,516,452.49,0.140356693,30,9,2018,YTD,9/30/2018
868,Lahaina/Kā‘anapali/Kapalua,0.768983369,0.779885208,-0.010901839,324.0377761,297.1869057,0.090350113,249.18,231.77,0.075117573,30,9,2018,YTD,9/30/2018
869,Other Maui County,0.77973103,0.773420439,0.006310591,464.8747102,417.5267345,0.113401064,362.48,322.92,0.122507123,30,9,2018,YTD,9/30/2018
870,Maui County Luxury,0.788264271,0.768674143,0.019590127,640.6688212,587.0165709,0.091398187,505.02,451.22,0.119232304,30,9,2018,YTD,9/30/2018
871,Maui County Upper Upscale & Upscale,0.777678839,0.790104629,-0.01242579,302.7080105,276.2253921,0.095873222,235.41,218.25,0.07862543,30,9,2018,YTD,9/30/2018
872,Island of Hawai‘i,0.738799168,0.749558823,-0.010759655,260.6743977,246.9228288,0.055691768,192.59,185.08,0.040577048,30,9,2018,YTD,9/30/2018
873,Kohala Coast,0.705604582,0.742253686,-0.036649105,369.044767,342.1160325,0.078712285,260.4,253.94,0.02543908,30,9,2018,YTD,9/30/2018
874,Kaua‘i,0.771272324,0.763342063,0.007930261,294.3070834,264.9025936,0.11100114,226.99,202.21,0.122545868,30,9,2018,YTD,9/30/2018
875,State of Hawai‘i,0.763562829,0.788253255,-0.024690426,249.1043557,240.6065824,0.035318125,190.21,189.66,0.002899926,1,10,2018,MTD,10/1/2018
876,Luxury Class,0.72146318,0.731979668,-0.010516488,459.3782617,438.3004842,0.048089788,331.42,320.83,0.033008135,1,10,2018,MTD,10/1/2018
877,Upper Upscale Class,0.802012707,0.853018301,-0.051005594,253.6867374,248.9084834,0.019196831,203.46,212.32,-0.041729465,1,10,2018,MTD,10/1/2018
878,Upscale Class,0.72747796,0.716015478,0.011462481,196.9269472,183.5555972,0.072846322,143.26,131.43,0.090009891,1,10,2018,MTD,10/1/2018
879,Upper Midscale Class,0.777646103,0.787498181,-0.009852079,154.2946079,147.2901897,0.047555226,119.99,115.99,0.034485732,1,10,2018,MTD,10/1/2018
880,Midscale & Economy Class,0.727234207,0.805097548,-0.077863341,141.0711336,141.8800842,-0.00570165,102.59,114.23,-0.101899676,1,10,2018,MTD,10/1/2018
881,O‘ahu ,0.813894856,0.821464949,-0.007570093,227.7312059,222.4220151,0.023869898,185.35,182.71,0.014449127,1,10,2018,MTD,10/1/2018
882,Waikīkī ,0.817048001,0.835126149,-0.018078148,225.5043324,219.548655,0.027126914,184.25,183.35,0.004908645,1,10,2018,MTD,10/1/2018
883,Other O‘ahu ,0.795487012,0.740432152,0.05505486,241.0839045,241.6453565,-0.002323454,191.78,178.92,0.071875699,1,10,2018,MTD,10/1/2018
884,O‘ahu Luxury,0.710048335,0.727274846,-0.017226511,445.2134578,445.6924655,-0.001074749,316.12,324.14,-0.024742395,1,10,2018,MTD,10/1/2018
885,O‘ahu Upper Upscale ,0.851634291,0.894146698,-0.042512407,246.2202148,246.039748,0.000733486,209.69,220,-0.046863636,1,10,2018,MTD,10/1/2018
886,O‘ahu Upscale,0.795195725,0.722102558,0.073093167,204.8319707,188.4864915,0.086719632,162.88,136.11,0.196679157,1,10,2018,MTD,10/1/2018
887,O‘ahu Upper Midscale,0.801135757,0.797428751,0.003707006,148.8026502,139.309755,0.068142358,119.21,111.09,0.073093888,1,10,2018,MTD,10/1/2018
888,O‘ahu Midscale & Economy,0.806328825,0.868564613,-0.062235787,129.8071049,116.4954964,0.114267152,104.67,101.18,0.034492983,1,10,2018,MTD,10/1/2018
889,Maui County,0.708518644,0.748358054,-0.039839409,306.6648391,295.5640534,0.037557969,217.28,221.19,-0.01767711,1,10,2018,MTD,10/1/2018
890,Wailea,0.841973711,0.78182433,0.060149381,454.9019837,448.0870334,0.015208988,383.02,350.33,0.09331202,1,10,2018,MTD,10/1/2018
891,Lahaina/Kā‘anapali/Kapalua,0.695916512,0.768321394,-0.072404883,265.7648011,252.0994697,0.054206109,184.95,193.69,-0.045123651,1,10,2018,MTD,10/1/2018
892,Other Maui County,0.724591942,0.72311828,0.001473663,356.7660586,353.9517526,0.0079511,258.51,255.95,0.010001954,1,10,2018,MTD,10/1/2018
893,Maui County Luxury,0.744050113,0.695078295,0.048971817,483.8057887,476.669424,0.014971308,359.98,331.32,0.086502475,1,10,2018,MTD,10/1/2018
894,Maui County Upper Upscale & Upscale,0.713588218,0.775187721,-0.061599503,253.094147,243.7869446,0.038177608,180.61,188.98,-0.044290401,1,10,2018,MTD,10/1/2018
895,Island of Hawai‘i,0.660730339,0.735077179,-0.07434684,236.3833612,228.8905543,0.032735326,156.19,168.25,-0.071679049,1,10,2018,MTD,10/1/2018
896,Kohala Coast,0.636129032,0.696432194,-0.060303162,314.6930189,307.4278303,0.023632176,200.19,214.1,-0.06496964,1,10,2018,MTD,10/1/2018
897,Kaua‘i,0.736229879,0.762168054,-0.025938175,263.5720776,236.4781419,0.114572685,194.05,180.24,0.076620062,1,10,2018,MTD,10/1/2018
898,State of Hawai‘i,0.805268448,0.805050623,0.000217825,275.4394029,261.1118163,0.05487146,221.8,210.21,0.055135341,1,10,2018,YTD,10/1/2018
899,Luxury Class,0.752468041,0.753410095,-0.000942054,543.8070165,510.3846359,0.065484692,409.2,384.53,0.064156243,1,10,2018,YTD,10/1/2018
900,Upper Upscale Class,0.850138301,0.862535633,-0.012397332,272.536503,261.5382314,0.042052252,231.69,225.59,0.027040206,1,10,2018,YTD,10/1/2018
901,Upscale Class,0.75896746,0.74367555,0.01529191,209.7928375,194.7721747,0.077119141,159.23,144.85,0.099275112,1,10,2018,YTD,10/1/2018
902,Upper Midscale Class,0.819211573,0.810531499,0.008680074,165.8573213,157.4837969,0.053170704,135.87,127.65,0.06439483,1,10,2018,YTD,10/1/2018
903,Midscale & Economy Class,0.804259408,0.802322545,0.001936863,163.3606534,149.8728738,0.089994802,131.38,120.25,0.092557173,1,10,2018,YTD,10/1/2018
904,O‘ahu ,0.844556702,0.838102611,0.006454091,236.8247015,231.5552789,0.022756651,200.01,194.07,0.030607513,1,10,2018,YTD,10/1/2018
905,Waikīkī ,0.849503296,0.846292812,0.003210484,232.7038382,227.3369983,0.023607419,197.68,192.39,0.027496232,1,10,2018,YTD,10/1/2018
906,Other O‘ahu ,0.815260168,0.787998693,0.027261475,262.2559139,259.2698266,0.011517296,213.81,204.3,0.046549192,1,10,2018,YTD,10/1/2018
907,O‘ahu Luxury,0.714331136,0.719126721,-0.004795584,488.3744604,477.6465871,0.022459855,348.86,343.49,0.015633643,1,10,2018,YTD,10/1/2018
908,O‘ahu Upper Upscale ,0.890162366,0.893645619,-0.003483252,255.2917374,253.9165037,0.005416086,227.25,226.91,0.001498391,1,10,2018,YTD,10/1/2018
909,O‘ahu Upscale,0.804238745,0.774349614,0.02988913,209.8798529,196.617911,0.067450324,168.79,152.25,0.10863711,1,10,2018,YTD,10/1/2018
910,O‘ahu Upper Midscale,0.838502843,0.830251282,0.008251562,155.3419217,149.8633374,0.036557202,130.25,124.42,0.046857418,1,10,2018,YTD,10/1/2018
911,O‘ahu Midscale & Economy,0.876223491,0.874339959,0.001883532,134.0761323,127.2650403,0.053518955,117.48,111.27,0.055810191,1,10,2018,YTD,10/1/2018
912,Maui County,0.766669969,0.774069259,-0.00739929,379.2378527,345.012539,0.099200202,290.75,267.06,0.088706658,1,10,2018,YTD,10/1/2018
913,Wailea,0.875503766,0.850054566,0.0254492,573.8830239,520.0549122,0.103504669,502.44,442.08,0.136536374,1,10,2018,YTD,10/1/2018
914,Lahaina/Kā‘anapali/Kapalua,0.760805899,0.778692363,-0.017886464,318.822207,292.5979335,0.089625628,242.56,227.84,0.064606742,1,10,2018,YTD,10/1/2018
915,Other Maui County,0.774108294,0.768289877,0.005818417,454.5556454,411.4236585,0.104835942,351.88,316.09,0.113227245,1,10,2018,YTD,10/1/2018
916,Maui County Luxury,0.783752672,0.76117052,0.022582152,625.4733941,576.7427833,0.084492797,490.22,439,0.11667426,1,10,2018,YTD,10/1/2018
917,Maui County Upper Upscale & Upscale,0.770505121,0.788567605,-0.018062484,298.2027291,272.9396773,0.092559103,229.77,215.23,0.067555638,1,10,2018,YTD,10/1/2018
918,Island of Hawai‘i,0.731194599,0.748109661,-0.016915061,258.5631772,245.1497937,0.054715051,189.06,183.4,0.030861505,1,10,2018,YTD,10/1/2018
919,Kohala Coast,0.698775138,0.737839546,-0.039064408,364.4695031,338.9619311,0.075252026,254.68,250.1,0.018312675,1,10,2018,YTD,10/1/2018
920,Kaua‘i,0.767158708,0.763221759,0.003936949,289.7036977,261.9938779,0.105765142,222.25,199.96,0.111472294,1,10,2018,YTD,10/1/2018
921,State of Hawai‘i,0.757537974,0.78445757,-0.026919597,250.9806002,242.7536786,0.033889998,190.13,190.43,-0.001575382,30,11,2018,MTD,11/30/2018
922,Luxury Class,0.728892443,0.744591768,-0.015699326,490.6837389,466.7346558,0.051311988,357.66,347.53,0.029148563,30,11,2018,MTD,11/30/2018
923,Upper Upscale Class,0.78608625,0.837764308,-0.051678058,249.2803889,244.6694019,0.018845785,195.96,204.98,-0.044004293,30,11,2018,MTD,11/30/2018
924,Upscale Class,0.725036862,0.724527874,0.000508987,191.3360218,181.5167669,0.054095581,138.73,131.51,0.054900768,30,11,2018,MTD,11/30/2018
925,Upper Midscale Class,0.765358264,0.78048554,-0.015127276,150.2377633,146.0865387,0.028416202,114.99,114.02,0.008507279,30,11,2018,MTD,11/30/2018
926,Midscale & Economy Class,0.750713878,0.791757091,-0.041043213,151.0038291,139.3048857,0.083980855,113.36,110.3,0.02774252,30,11,2018,MTD,11/30/2018
927,O‘ahu ,0.794259655,0.8195801,-0.025320445,218.90809,219.2440764,-0.001532476,173.87,179.69,-0.032389115,30,11,2018,MTD,11/30/2018
928,Waikīkī ,0.795661901,0.830379549,-0.034717648,215.1525132,215.5351337,-0.001775212,171.19,178.98,-0.043524416,30,11,2018,MTD,11/30/2018
929,Other O‘ahu ,0.786073112,0.755522065,0.030551047,241.1012192,243.4238162,-0.009541371,189.52,183.91,0.030504051,30,11,2018,MTD,11/30/2018
930,O‘ahu Luxury,0.692897353,0.728456166,-0.035558813,446.3986517,436.0306161,0.023778228,309.31,317.63,-0.026193999,30,11,2018,MTD,11/30/2018
931,O‘ahu Upper Upscale ,0.823133657,0.882904204,-0.059770547,235.4563043,241.4102116,-0.02466303,193.81,213.14,-0.090691564,30,11,2018,MTD,11/30/2018
932,O‘ahu Upscale,0.788972388,0.740047809,0.04892458,196.8507176,189.6360308,0.038044916,155.31,140.34,0.106669517,30,11,2018,MTD,11/30/2018
933,O‘ahu Upper Midscale,0.781698373,0.79652433,-0.014825956,140.3410247,138.2722645,0.014961498,109.7,110.14,-0.003994916,30,11,2018,MTD,11/30/2018
934,O‘ahu Midscale & Economy,0.802120718,0.857186877,-0.055066159,122.501096,115.3267218,0.062209123,98.26,98.86,-0.006069189,30,11,2018,MTD,11/30/2018
935,Maui County,0.736128998,0.751026694,-0.014897696,334.8024935,314.7461696,0.063722217,246.46,236.38,0.042643202,30,11,2018,MTD,11/30/2018
936,Wailea,0.864083865,0.83821027,0.025873595,498.7343602,488.5279042,0.020892268,430.95,409.49,0.052406652,30,11,2018,MTD,11/30/2018
937,Lahaina/Kā‘anapali/Kapalua,0.708549162,0.74981141,-0.041262247,282.4280304,257.8493036,0.09532206,200.11,193.34,0.035016034,30,11,2018,MTD,11/30/2018
938,Other Maui County,0.771364693,0.752563186,0.018801508,396.2665152,386.4181941,0.025486173,305.67,290.8,0.051134801,30,11,2018,MTD,11/30/2018
939,Maui County Luxury,0.762543805,0.742705104,0.019838701,552.2928956,529.6558383,0.042739182,421.15,393.38,0.070593319,30,11,2018,MTD,11/30/2018
940,Maui County Upper Upscale & Upscale,0.728175491,0.762511484,-0.034335993,261.1636826,245.541927,0.06362154,190.17,187.23,0.015702612,30,11,2018,MTD,11/30/2018
941,Island of Hawai‘i,0.671897867,0.738266476,-0.066368609,238.3576173,228.3241803,0.043943822,160.15,168.56,-0.049893213,30,11,2018,MTD,11/30/2018
942,Kohala Coast,0.683455556,0.695916941,-0.012461386,340.7146852,332.5560034,0.024533257,232.86,231.43,0.006178974,30,11,2018,MTD,11/30/2018
943,Kaua‘i,0.699977891,0.716364586,-0.016386695,257.3110655,232.0647939,0.108789753,180.11,166.24,0.08343359,30,11,2018,MTD,11/30/2018
944,State of Hawai‘i,0.801089049,0.803194911,-0.002105862,273.42892,259.4958353,0.053692903,219.04,208.43,0.05090438,30,11,2018,YTD,11/30/2018
945,Luxury Class,0.750783514,0.75261836,-0.001834846,539.4709679,506.5056568,0.065083796,405.03,381.21,0.062485244,30,11,2018,YTD,11/30/2018
946,Upper Upscale Class,0.844314966,0.860297446,-0.01598248,270.5859402,260.0539879,0.040499099,228.46,223.72,0.021187198,30,11,2018,YTD,11/30/2018
947,Upscale Class,0.75607604,0.741952167,0.014123873,208.2686041,193.6071421,0.075727899,157.47,143.65,0.096206056,30,11,2018,YTD,11/30/2018
948,Upper Midscale Class,0.81441,0.807823274,0.006586726,164.5377567,156.4912578,0.0514182,134,126.42,0.059958867,30,11,2018,YTD,11/30/2018
949,Midscale & Economy Class,0.799449929,0.801373552,-0.001923623,162.3184203,148.9350439,0.089860493,129.77,119.35,0.087306242,30,11,2018,YTD,11/30/2018
950,O‘ahu ,0.840130051,0.836427586,0.003702465,235.3091384,230.4643786,0.02102173,197.69,192.77,0.025522644,30,11,2018,YTD,11/30/2018
951,Waikīkī ,0.844777817,0.844859487,-8.17E-05,231.2247974,226.2922107,0.021797421,195.33,191.19,0.021653852,30,11,2018,YTD,11/30/2018
952,Other O‘ahu ,0.812638576,0.784990285,0.027648291,260.4234222,257.8570657,0.009952632,211.63,202.42,0.045499457,30,11,2018,YTD,11/30/2018
953,O‘ahu Luxury,0.712405946,0.719964695,-0.007558749,484.7074239,473.864539,0.022881824,345.31,341.17,0.012134713,30,11,2018,YTD,11/30/2018
954,O‘ahu Upper Upscale ,0.884214764,0.892667666,-0.008452903,253.6097077,252.7903219,0.003241366,224.25,225.66,-0.006248338,30,11,2018,YTD,11/30/2018
955,O‘ahu Upscale,0.802941148,0.77126799,0.031673158,208.7916797,196.0160593,0.065176396,167.65,151.18,0.108942982,30,11,2018,YTD,11/30/2018
956,O‘ahu Upper Midscale,0.833444955,0.827208618,0.006236337,154.0774111,148.8564417,0.035073857,128.42,123.14,0.042878025,30,11,2018,YTD,11/30/2018
957,O‘ahu Midscale & Economy,0.869567553,0.872799263,-0.00323171,133.1170993,126.2119173,0.054711014,115.75,110.16,0.050744372,30,11,2018,YTD,11/30/2018
958,Maui County,0.764228383,0.771987295,-0.007758912,375.5236278,342.3521324,0.096892913,286.99,264.29,0.085890499,30,11,2018,YTD,11/30/2018
959,Wailea,0.875869956,0.848990853,0.026879103,567.6742117,517.2594846,0.097465061,497.21,439.15,0.132209951,30,11,2018,YTD,11/30/2018
960,Lahaina/Kā‘anapali/Kapalua,0.756209573,0.776070982,-0.01986141,315.7475926,289.5506922,0.090474315,238.77,224.71,0.062569534,30,11,2018,YTD,11/30/2018
961,Other Maui County,0.774408079,0.766877033,0.007531046,449.6246652,409.2191639,0.098738048,348.19,313.82,0.109521382,30,11,2018,YTD,11/30/2018
962,Maui County Luxury,0.782791426,0.759512195,0.023279231,619.3462408,572.607618,0.081624172,484.82,434.9,0.114785008,30,11,2018,YTD,11/30/2018
963,Maui County Upper Upscale & Upscale,0.766794046,0.786205001,-0.019410954,295.0390368,270.5302896,0.090595205,226.23,212.69,0.063660727,30,11,2018,YTD,11/30/2018
964,Island of Hawai‘i,0.725773183,0.747240599,-0.021467415,257.0090176,243.682089,0.054689816,186.53,182.09,0.024383547,30,11,2018,YTD,11/30/2018
965,Kohala Coast,0.697516101,0.734264556,-0.036748454,362.5565723,338.444189,0.071244785,252.89,248.51,0.017625045,30,11,2018,YTD,11/30/2018
966,Kaua‘i,0.761249062,0.758994285,0.002254778,287.0194421,259.4420269,0.106295096,218.49,196.92,0.109536868,30,11,2018,YTD,11/30/2018
967,State of Hawai‘i,0.758077863,0.787144433,-0.02906657,332.3343806,319.2466113,0.040995797,251.94,251.29,0.002586653,1,12,2018,MTD,12/1/2018
968,Luxury Class,0.69291148,0.73265561,-0.03974413,758.7920201,727.4196434,0.043128306,525.78,532.95,-0.01345342,1,12,2018,MTD,12/1/2018
969,Upper Upscale Class,0.793387255,0.834202278,-0.040815023,315.3218323,302.2886176,0.043115136,250.17,252.17,-0.007931158,1,12,2018,MTD,12/1/2018
970,Upscale Class,0.725968341,0.737076549,-0.011108208,235.357485,220.1143877,0.069250799,170.86,162.24,0.053131164,1,12,2018,MTD,12/1/2018
971,Upper Midscale Class,0.781421372,0.795369586,-0.013948214,190.1069911,178.5248092,0.064877156,148.55,141.99,0.046200437,1,12,2018,MTD,12/1/2018
972,Midscale & Economy Class,0.759879147,0.804121147,-0.044242,187.8530196,172.385271,0.089727786,142.75,138.62,0.029793681,1,12,2018,MTD,12/1/2018
973,O‘ahu ,0.813794227,0.816760168,-0.002965941,271.2438681,261.0719129,0.038962273,220.74,213.23,0.035220185,1,12,2018,MTD,12/1/2018
974,Waikīkī ,0.815956461,0.825396465,-0.009440004,263.6165123,252.235666,0.045119893,215.1,208.19,0.033190835,1,12,2018,MTD,12/1/2018
975,Other O‘ahu ,0.801171253,0.765525082,0.035646171,316.5935922,317.5930554,-0.003146993,253.65,243.13,0.043269033,1,12,2018,MTD,12/1/2018
976,O‘ahu Luxury,0.698642681,0.706192896,-0.007550215,627.8537014,604.187171,0.039170859,438.65,426.67,0.028077906,1,12,2018,MTD,12/1/2018
977,O‘ahu Upper Upscale ,0.843390094,0.863639303,-0.020249209,282.6101973,276.6646041,0.021490256,238.35,238.94,-0.002469239,1,12,2018,MTD,12/1/2018
978,O‘ahu Upscale,0.807444508,0.75978923,0.047655278,235.9614838,222.1860039,0.061999765,190.53,168.81,0.128665363,1,12,2018,MTD,12/1/2018
979,O‘ahu Upper Midscale,0.804639063,0.810309135,-0.005670073,176.242038,166.2954442,0.059812786,141.81,134.75,0.052393321,1,12,2018,MTD,12/1/2018
980,O‘ahu Midscale & Economy,0.829623393,0.868108544,-0.038485151,147.6561443,138.5056577,0.066065796,122.5,120.24,0.018795742,1,12,2018,MTD,12/1/2018
981,Maui County,0.698161387,0.750289156,-0.052127769,501.3106146,477.998455,0.048770366,350,358.64,-0.02409101,1,12,2018,MTD,12/1/2018
982,Wailea,0.818346223,0.817861029,0.000485194,782.1728921,772.6487973,0.012326551,640.09,631.92,0.012928852,1,12,2018,MTD,12/1/2018
983,Lahaina/Kā‘anapali/Kapalua,0.671738178,0.748487475,-0.076749297,397.4778379,373.7280031,0.063548449,267,279.73,-0.045508169,1,12,2018,MTD,12/1/2018
984,Other Maui County,0.731919387,0.752567031,-0.020647645,623.0587748,609.1135989,0.022894212,456.03,458.4,-0.005170157,1,12,2018,MTD,12/1/2018
985,Maui County Luxury,0.716450216,0.727976321,-0.011526105,925.6347056,920.2718881,0.005827427,663.17,669.94,-0.010105383,1,12,2018,MTD,12/1/2018
986,Maui County Upper Upscale & Upscale,0.690673787,0.765633967,-0.07496018,358.1124327,338.7296912,0.057221856,247.34,259.34,-0.046271304,1,12,2018,MTD,12/1/2018
987,Island of Hawai‘i,0.67880048,0.759298103,-0.080497623,315.8552213,306.8109332,0.029478376,214.4,232.96,-0.07967033,1,12,2018,MTD,12/1/2018
988,Kohala Coast,0.67544086,0.716397447,-0.040956587,469.2366117,469.44264,-0.000438878,316.94,336.31,-0.057595671,1,12,2018,MTD,12/1/2018
989,Kaua‘i,0.67605001,0.736926064,-0.060876055,344.0363115,312.703202,0.100200795,232.59,230.44,0.009329977,1,12,2018,MTD,12/1/2018
990,State of Hawai‘i,0.79783284,0.801827021,-0.003994181,278.0705477,264.4892929,0.051348977,221.85,212.07,0.046116848,1,12,2018,YTD,12/1/2018
991,Luxury Class,0.746062973,0.750923539,-0.004860566,556.2440709,524.8071876,0.059901777,414.99,394.09,0.053033571,1,12,2018,YTD,12/1/2018
992,Upper Upscale Class,0.840364891,0.858068912,-0.017704021,274.0767813,263.5605149,0.039900766,230.32,226.15,0.018439089,1,12,2018,YTD,12/1/2018
993,Upscale Class,0.753953245,0.741537295,0.012415949,210.4382409,195.8491043,0.07449172,158.66,145.23,0.092474007,1,12,2018,YTD,12/1/2018
994,Upper Midscale Class,0.812347554,0.806756939,0.005590615,166.6263302,158.3392492,0.052337504,135.36,127.74,0.059652419,1,12,2018,YTD,12/1/2018
995,Midscale & Economy Class,0.796089123,0.80160691,-0.005517786,164.3884698,150.9329539,0.08914896,130.87,120.99,0.081659641,1,12,2018,YTD,12/1/2018
996,O‘ahu ,0.838525396,0.834743682,0.003781714,238.1584816,233.0188022,0.02205693,199.7,194.51,0.026682433,1,12,2018,YTD,12/1/2018
997,Waikīkī ,0.842986693,0.843198006,-0.000211313,233.7631767,228.4491612,0.023261261,197.06,192.63,0.022997456,1,12,2018,YTD,12/1/2018
998,Other O‘ahu ,0.812169643,0.783289829,0.028879814,265.1096278,262.957174,0.008185568,215.31,205.97,0.04534641,1,12,2018,YTD,12/1/2018
999,O‘ahu Luxury,0.711236027,0.718795035,-0.007559008,496.6576439,484.7389802,0.024587797,353.24,348.43,0.013804781,1,12,2018,YTD,12/1/2018
